query_index	selectivity	bucket	centroid_margin	truth_list_count	nprobe_50	nprobe_90	nprobe_95	nprobe_100	maximum_truth_list_rank	nprobe	truth_list_recall	candidates_visited	matching_candidates	database_fraction
13	0.030446666666666667	medium	0.03605932	5	3	11	11	11	11	1	0.3	118	4	0.0003933333333333333
13	0.030446666666666667	medium	0.03605932	5	3	11	11	11	11	2	0.3	159	6	0.00053
13	0.030446666666666667	medium	0.03605932	5	3	11	11	11	11	4	0.6	929	24	0.003096666666666667
13	0.030446666666666667	medium	0.03605932	5	3	11	11	11	11	8	0.8	1463	35	0.004876666666666666
13	0.030446666666666667	medium	0.03605932	5	3	11	11	11	11	16	1.0	3886	89	0.012953333333333334
13	0.030446666666666667	medium	0.03605932	5	3	11	11	11	11	32	1.0	8052	166	0.02684
13	0.030446666666666667	medium	0.03605932	5	3	11	11	11	11	64	1.0	14582	352	0.048606666666666666
13	0.030446666666666667	medium	0.03605932	5	3	11	11	11	11	128	1.0	26231	831	0.08743666666666666
13	0.030446666666666667	medium	0.03605932	5	3	11	11	11	11	192	1.0	37369	1283	0.12456333333333333
13	0.030446666666666667	medium	0.03605932	5	3	11	11	11	11	256	1.0	49094	1767	0.16364666666666666
13	0.030446666666666667	medium	0.03605932	5	3	11	11	11	11	384	1.0	72785	2653	0.24261666666666667
13	0.030446666666666667	medium	0.03605932	5	3	11	11	11	11	512	1.0	92896	3397	0.30965333333333334
13	0.030446666666666667	medium	0.03605932	5	3	11	11	11	11	576	1.0	104494	3789	0.3483133333333333
13	0.030446666666666667	medium	0.03605932	5	3	11	11	11	11	768	1.0	141540	5248	0.4718
13	0.030446666666666667	medium	0.03605932	5	3	11	11	11	11	1024	1.0	191731	7255	0.6391033333333334
13	0.030446666666666667	medium	0.03605932	5	3	11	11	11	11	1152	1.0	217403	8034	0.7246766666666666
13	0.030446666666666667	medium	0.03605932	5	3	11	11	11	11	1536	1.0	300000	9134	1.0
14	0.0918	medium	0.028417706	4	3	32	32	32	32	1	0.3	188	26	0.0006266666666666666
14	0.0918	medium	0.028417706	4	3	32	32	32	32	2	0.3	297	31	0.00099
14	0.0918	medium	0.028417706	4	3	32	32	32	32	4	0.5	523	41	0.0017433333333333333
14	0.0918	medium	0.028417706	4	3	32	32	32	32	8	0.5	1193	91	0.0039766666666666665
14	0.0918	medium	0.028417706	4	3	32	32	32	32	16	0.7	2127	201	0.00709
14	0.0918	medium	0.028417706	4	3	32	32	32	32	32	1.0	4306	403	0.014353333333333333
14	0.0918	medium	0.028417706	4	3	32	32	32	32	64	1.0	8588	1000	0.02862666666666667
14	0.0918	medium	0.028417706	4	3	32	32	32	32	128	1.0	17724	2012	0.05908
14	0.0918	medium	0.028417706	4	3	32	32	32	32	192	1.0	26369	3081	0.08789666666666666
14	0.0918	medium	0.028417706	4	3	32	32	32	32	256	1.0	37800	4303	0.126
14	0.0918	medium	0.028417706	4	3	32	32	32	32	384	1.0	58059	6278	0.19353
14	0.0918	medium	0.028417706	4	3	32	32	32	32	512	1.0	82692	8841	0.27564
14	0.0918	medium	0.028417706	4	3	32	32	32	32	576	1.0	95330	9988	0.31776666666666664
14	0.0918	medium	0.028417706	4	3	32	32	32	32	768	1.0	133373	13514	0.4445766666666667
14	0.0918	medium	0.028417706	4	3	32	32	32	32	1024	1.0	190047	18560	0.63349
14	0.0918	medium	0.028417706	4	3	32	32	32	32	1152	1.0	218163	20767	0.72721
14	0.0918	medium	0.028417706	4	3	32	32	32	32	1536	1.0	300000	27540	1.0
15	0.006713333333333333	rare	0.016032755	6	9	112	202	202	202	1	0.0	92	0	0.0003066666666666667
15	0.006713333333333333	rare	0.016032755	6	9	112	202	202	202	2	0.4	325	4	0.0010833333333333333
15	0.006713333333333333	rare	0.016032755	6	9	112	202	202	202	4	0.4	456	4	0.00152
15	0.006713333333333333	rare	0.016032755	6	9	112	202	202	202	8	0.4	1112	5	0.0037066666666666667
15	0.006713333333333333	rare	0.016032755	6	9	112	202	202	202	16	0.7	2116	14	0.007053333333333333
15	0.006713333333333333	rare	0.016032755	6	9	112	202	202	202	32	0.7	3742	19	0.012473333333333333
15	0.006713333333333333	rare	0.016032755	6	9	112	202	202	202	64	0.8	7776	42	0.02592
15	0.006713333333333333	rare	0.016032755	6	9	112	202	202	202	128	0.9	16784	118	0.055946666666666665
15	0.006713333333333333	rare	0.016032755	6	9	112	202	202	202	192	0.9	25989	209	0.08663
15	0.006713333333333333	rare	0.016032755	6	9	112	202	202	202	256	1.0	35491	310	0.11830333333333333
15	0.006713333333333333	rare	0.016032755	6	9	112	202	202	202	384	1.0	55197	491	0.18399
15	0.006713333333333333	rare	0.016032755	6	9	112	202	202	202	512	1.0	76577	642	0.2552566666666667
15	0.006713333333333333	rare	0.016032755	6	9	112	202	202	202	576	1.0	89219	691	0.29739666666666664
15	0.006713333333333333	rare	0.016032755	6	9	112	202	202	202	768	1.0	127926	946	0.42642
15	0.006713333333333333	rare	0.016032755	6	9	112	202	202	202	1024	1.0	187054	1307	0.6235133333333334
15	0.006713333333333333	rare	0.016032755	6	9	112	202	202	202	1152	1.0	215418	1559	0.71806
15	0.006713333333333333	rare	0.016032755	6	9	112	202	202	202	1536	1.0	300000	2014	1.0
16	0.5782933333333333	broad	0.026743412	5	3	10	211	211	211	1	0.2	226	91	0.0007533333333333333
16	0.5782933333333333	broad	0.026743412	5	3	10	211	211	211	2	0.2	255	107	0.00085
16	0.5782933333333333	broad	0.026743412	5	3	10	211	211	211	4	0.6	648	286	0.00216
16	0.5782933333333333	broad	0.026743412	5	3	10	211	211	211	8	0.7	1141	503	0.0038033333333333335
16	0.5782933333333333	broad	0.026743412	5	3	10	211	211	211	16	0.9	2148	991	0.00716
16	0.5782933333333333	broad	0.026743412	5	3	10	211	211	211	32	0.9	4812	2395	0.01604
16	0.5782933333333333	broad	0.026743412	5	3	10	211	211	211	64	0.9	9010	4364	0.030033333333333332
16	0.5782933333333333	broad	0.026743412	5	3	10	211	211	211	128	0.9	17806	8845	0.059353333333333334
16	0.5782933333333333	broad	0.026743412	5	3	10	211	211	211	192	0.9	25894	12508	0.08631333333333334
